PLOTID,IDENT,elev,perSlope,aspect,Northness,Sdclass,Rockiness,VallyBotFlat,topowet,PPTann,pptColdQtr,pptWarmQtr,cvTemp,TempColdMin,TempColdMean,TempWarmMean,cvRad,annMeanRad,miAnnMean,miColdQtr,miWarmQtr,T0,T1,T2,GeolID,GeolClass,SOIL,K,Thor,Uran,THtoK,TotalC,ALA,ARE,ARO,BAX,CAM,GON,LEU,MEL,OBL,OVA,PAU,RAD,RUB,SAB,SER,VER,VIC,VIMcyg,VIMvim,WIL
413,Z29,222.585647,0.376656133,278.648651,0.150374862,100,0,4.89,13.04,717,259,101,149,32,80,189,45,157,64.00,32.00,17.00,5324.33,7424.83,8385.83,3614,Qrcp,sandy loam,0.06,1.41,3.66,0.09,645.09,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,Z30,312.481323,0.999738594,232.66806,-0.606431749,100,5,2.95,11.24,703,236,110,143,31,76,180,45,156,66.00,31.00,20.00,1959.36,4399.50,7513.20,3921,Qrcp,sandy loam,0.33,0.34,3.43,0.11,703.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
415,Z31,324.179229,6.2528175,184.019531,-0.997540214,100,0,1.96,9.44,707,237,111,144,30,75,179,45,156,67.00,30.00,20.12,1342.57,1728.92,4505.22,2688,Ssr,loamy sand,0.21,3.17,4.50,0.67,632.06,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
416,Z32,346.551208,3.346540625,237.379196,-0.539076643,100,0,1.59,11.20,715,239,112,144,30,74,178,45,156,67.00,30.00,21.00,2235.26,4787.43,7799.98,4202,Dg396,loamy sand,0.36,4.19,3.52,1.50,714.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,Z33,376.533447,1.507730469,273.850372,0.067151099,100,5,3.99,13.16,725,241,115,144,29,72,176,45,156,68.00,28.68,22.00,4879.27,7135.93,8402.39,4202,Dg396,loamy sand,0.28,3.70,2.08,1.03,559.57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
418,Z34,545.196655,10.21256125,165.05162,-0.966158614,100,5,0.50,9.04,839,282,130,145,23,62,167,45,153,73.00,23.00,29.00,746.56,1233.04,3911.06,4214,Czss,loamy sand,-0.36,2.12,4.77,-0.76,672.73,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,Z35,620.67633,25.3640025,156.754608,-0.918822954,100,0,0.00,9.16,892,300,137,146,20,58,163,46,152,75.00,20.00,33.00,154.99,326.24,393.83,4202,Dg396,sandy loam,1.35,4.56,3.80,6.13,761.99,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,Z36,602.790771,11.6216525,37.855831,0.789557399,100,0,0.00,7.30,877,295,135,146,21,59,164,46,152,75.00,20.00,32.00,6334.95,3353.18,2407.37,2688,Ssr,sandy loam,1.60,2.26,2.05,3.63,839.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
421,Z37,506.152191,35.5675225,57.193912,0.541797522,100,50,0.00,7.02,818,274,128,145,23,63,168,45,153,72.36,23.00,28.30,4595.81,2518.43,2981.68,2688,Ssr,loamy sand,1.20,3.37,2.64,4.03,770.04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,Z38,453.64801,20.71425125,64.58171,0.429223475,100,40,0.00,7.51,770,256,122,145,25,67,172,45,155,70.00,25.00,25.00,5465.97,2974.56,1425.34,2688,Ssr,sandy loam,0.31,5.04,2.16,1.55,686.92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,Z39,343.142333,2.675955313,83.239341,0.117722141,100,10,0.00,11.45,669,219,110,145,30,74,179,45,157,66.00,30.00,20.00,1328.74,810.67,535.84,3469,Qrcp,loamy sand,0.45,0.28,3.52,0.12,690.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
424,Z40,329.585357,2.829140313,84.530334,0.095318748,100,5,1.81,12.40,656,214,108,145,30,74,180,45,157,65.00,30.00,20.00,659.91,453.07,352.76,3469,Qrcp,sandy loam,-0.54,0.10,2.87,-0.05,599.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
425,Z41,294.049438,2.736365,40.794471,0.757058107,100,0,2.41,11.66,624,202,104,145,31,76,182,44,158,64.00,31.00,19.00,3451.07,1822.22,1201.48,3469,Qrcp,loamy sand,-0.91,-1.76,6.76,1.61,540.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,GVICA,790.797973,52.69887,22.588748,0.923285669,5,95,0.00,6.65,1054,367,152,147,13,47,153,46,149,79.00,12.64,41.22,3601.09,3936.36,2497.78,3606,Ssr, ,-0.05,1.54,2.96,-0.08,792.74,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,Q1,367.846557,32.2841875,359.417785,0.999948372,100,50,0.87,9.63,750,250,117,142,28,71,174,45,155,69.00,28.45,22.96,10875.39,7996.25,3605.80,2688,Ssr,loamy sand,0.19,2.86,3.39,0.53,610.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,Q2,328.298339,13.311855,356.138061,0.997729241,100,5,0.00,9.11,717,238,112,141,30,75,178,45,156,67.00,30.00,21.00,10882.48,8037.32,3676.59,3417,Qrcp,sandy loam,0.16,-1.08,5.47,-0.17,698.10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
429,Q3,268.223144,7.205805625,296.622283,0.448106801,100,0,0.00,8.78,679,224,107,141,33,78,181,45,157,65.00,32.86,19.00,6834.98,8011.68,7625.53,3417,Qrcp,sandy loam,-0.98,3.74,3.58,-3.65,950.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
430,Q4,265.255554,7.283886875,260.663879,-0.162225933,100,0,0.80,11.69,676,223,107,141,33,78,181,45,157,65.00,33.00,19.00,3769.18,6349.59,8405.48,3417,Qrcp,sandy loam,-0.45,6.02,1.64,-2.72,948.24,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
431,Q5,306.411865,14.04096375,312.281372,0.672772009,100,50,0.00,7.92,701,232,110,141,31,76,179,45,156,67.00,31.00,20.00,8130.93,8230.69,6585.61,2688,Ssr,sandy loam,0.09,1.28,6.31,0.11,1218.22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
432,Q6,341.096557,22.7555675,319.684143,0.762489297,100,50,0.00,7.50,724,239,114,141,30,74,176,45,155,68.00,30.00,21.26,8748.51,8246.97,5915.44,2688,Ssr,sandy loam,0.02,7.49,3.49,0.16,941.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Q7,344.098693,21.155215,302.321228,0.534665481,100,50,0.00,7.51,721,238,113,141,30,74,177,45,155,68.00,30.00,21.00,7270.23,8069.89,6614.83,2688,Ssr,sandy loam,0.19,2.14,4.81,0.40,760.26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,Q8,330.084198,8.49772375,299.064575,0.485795049,100,0,0.00,8.56,714,236,112,141,31,75,177,45,155,67.00,31.00,21.00,6980.68,7990.60,6743.12,2688,Ssr,sandy clay loam,0.36,3.66,4.52,1.32,721.83,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
435,Q9,321.66809,4.937369375,312.155487,0.671144857,100,40,1.93,16.35,709,234,112,140,31,75,177,45,156,67.00,31.00,21.00,8124.72,8236.16,6602.97,2688,Ssr,sandy loam,0.47,1.64,4.54,0.77,700.70,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
436,Q10,295.667785,11.66054875,329.375579,0.860524982,100,20,0.00,8.79,692,226,110,139,32,77,178,45,156,66.00,32.00,20.00,9612.13,8288.49,5204.24,3417,Qrcp,sandy loam,0.48,2.15,5.53,1.04,813.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Q11,271.436035,7.499888125,328.004882,0.848093246,100,0,0.57,12.62,677,220,108,139,33,78,179,45,156,66.00,33.00,20.00,9506.67,8314.05,5382.12,3417,Qrcp,loamy sand,0.15,1.79,7.15,0.27,778.88,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
438,Q12,260.891174,3.588705938,346.186614,0.971078525,100,0,1.42,9.48,671,218,107,139,33,79,180,45,156,65.00,33.00,19.00,10686.72,8169.17,4068.45,3417,Qrcp,loamy sand,0.07,2.60,8.17,0.18,846.71,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
439,MTL1,748.191345,67.485525,61.711734,0.47390788,10,90,0.00,8.87,1037,359,153,149,13,47,155,46,149,79.00,12.73,41.03,1677.96,3954.09,5657.56,2688,Ssr, ,0.33,3.43,2.17,1.15,667.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
440,GRS1,413.093414,3.289882813,183.431686,-0.998206877,100,0,3.62,10.50,782,270,118,147,27,70,176,45,155,69.00,27.00,23.00,1338.10,1716.23,4488.99,3921,Qrcp, ,-0.48,1.19,5.55,-0.57,955.08,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
441,GRS3,402.058319,50.11655,198.754257,-0.946906244,100,0,0.00,9.71,747,248,116,142,29,72,175,45,155,69.00,29.00,22.28,1412.34,2235.62,5136.96,2688,Ssr, ,0.26,2.52,4.01,0.66,621.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,GRS4,256.762603,3.803349688,293.181701,0.393648338,100,0,1.66,13.55,673,222,106,141,33,79,182,45,157,65.00,33.00,19.00,6527.34,7913.26,7792.69,3417,Qrcp, ,-0.23,4.69,6.29,-1.07,1078.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
443,GRS5,237.791259,2.084882969,263.874298,-0.106710105,100,0,4.96,12.89,664,220,105,141,34,80,183,45,157,64.00,34.00,18.00,4012.36,6519.81,8400.13,4191,Qa,sandy clay loam,-0.43,6.09,5.97,-2.65,1427.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,GRS12,498.616729,48.044,217.878219,-0.789317548,100,0,0.00,6.74,851,305,121,151,23,66,176,46,154,70.83,23.00,24.00,1382.69,3229.30,6410.22,2688,Ssr, ,-0.34,0.36,4.01,-0.12,823.15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
445,GRS13,282.211608,5.937678125,310.807952,0.65352566,100,0,0.00,8.80,796,293,109,150,30,77,186,46,156,67.00,30.00,19.00,8027.68,8236.57,6719.98,2688,Ssr, ,0.32,7.79,0.73,2.51,968.54,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
446,GRS19,227.665786,2.873463438,85.963729,0.070387966,100,0,1.49,13.48,755,281,104,152,31,80,191,46,157,65.00,31.00,17.00,401.09,455.50,583.64,2598,Qrcp, ,-0.23,0.90,8.83,-0.21,610.64,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
447,GRS20,199.245834,5.2782225,46.011703,0.694511427,100,0,0.00,8.90,633,226,93,155,31,81,194,45,161,61.00,31.00,15.00,579.81,1576.10,3087.78,2598,Qrcp, ,-0.12,-0.97,1.61,0.12,793.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,GRS21,185.942886,0.477828516,62.819919,0.456788692,100,0,0.00,11.25,596,210,90,156,31,82,196,44,162,59.00,31.00,14.00,517.79,1935.95,4661.19,2598,Qrcp, ,-0.07,0.35,1.98,-0.02,686.46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449,GRS22,226.623245,7.485380625,24.032817,0.913312343,100,0,0.59,12.86,586,204,90,158,28,79,194,44,162,58.00,28.00,14.00,585.05,390.89,431.36,2598,Qrcp,loamy sand,-0.15,3.06,2.40,-0.45,657.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450,GRS23,200.726745,1.538751406,348.593688,0.980249394,100,0,2.53,19.16,555,192,87,158,29,81,196,44,163,55.82,29.00,14.00,436.07,951.80,610.78,2598,Qrcp,loamy sand,-0.30,-0.81,1.62,0.24,560.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,GRS24,230.567764,21.2943175,246.19783,-0.403579949,100,0,0.00,8.96,587,204,90,158,28,79,194,44,162,58.49,27.98,14.02,1657.51,4631.30,7825.47,2688,Ssr, ,-0.49,10.35,3.09,-5.03,809.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,GRS25,242.55455,11.7216525,204.924011,-0.906867491,100,0,0.00,9.22,595,208,91,157,28,79,193,44,162,59.00,28.00,14.00,618.00,1381.41,4173.52,2598,Qrcp, ,-0.02,2.27,3.44,-0.05,737.43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,GPS11,407.75888,7.109745625,46.64952,0.686459285,25,10,0.00,18.59,830,299,117,151,25,70,179,46,155,69.00,25.41,22.00,8216.08,8231.26,6492.90,2688,Ssr, ,0.14,0.92,3.55,0.13,638.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
454,GPS14,256.329986,1.32782625,226.011993,-0.694507785,100,0,3.94,12.25,774,284,106,149,31,79,187,46,156,66.00,31.00,18.00,1625.20,3835.93,7013.22,3417,Qrcp, ,-0.82,-1.21,4.70,0.99,890.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,GPS16,237.445343,1.846656406,185.887313,-0.994725554,100,0,4.86,13.94,743,270,104,149,31,80,188,45,157,65.00,31.00,18.00,1357.01,1769.53,4558.17,2688,Ssr, ,-0.34,1.65,2.16,-0.56,787.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,GPS17,219.012146,0.274444941,254.780334,-0.262520392,100,0,5.99,15.00,718,256,103,147,33,81,188,45,157,65.00,33.00,18.00,3406.36,6082.67,8467.79,3292,Qa,sandy clay loam,-0.34,4.65,4.42,-1.57,715.69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
457,GPS6,631.165588,19.5432475,196.76889,-0.957476293,100,0,0.00,11.70,907,312,136,148,19,57,165,46,152,75.00,19.00,32.00,1408.33,2139.85,5027.12,2688,Ssr, ,0.41,2.96,7.86,1.21,957.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,gftop,453.618011,51.151705,258.573608,-0.198108859,5,95,0.00,9.66,791,261,123,140,27,68,169,45,153,71.00,27.00,25.93,3676.34,6300.35,8482.21,2688,Ssr, ,0.12,-0.61,5.02,-0.07,628.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
