PLOTID,IDENT,elev,perSlope,aspect,Northness,Sdclass,Rockiness,VallyBotFlat,topowet,PPTann,pptColdQtr,pptWarmQtr,cvTemp,TempColdMin,TempColdMean,TempWarmMean,cvRad,annMeanRad,miAnnMean,miColdQtr,miWarmQtr,T0,T1,T2,GeolID,GeolClass,SOIL,K,Thor,Uran,THtoK,TotalC,ALA,ARE,ARO,BAX,CAM,GON,LEU,MEL,OBL,OVA,PAU,RAD,RUB,SAB,SER,VER,VIC,VIMcyg,VIMvim,WIL
156,GENH4,261.802825,5.349333125,254.425933,-0.26848385,100,0,0.58,9.74,767,279,107,148,31,78,186,46,156,66.00,31.00,19.00,3369.30,6040.57,8434.79,3417,Qrcp,loamy sand,-0.17,1.21,4.11,-0.20,799.93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,GENH5,261.802825,5.349333125,254.425933,-0.26848385,100,0,0.58,9.74,767,279,107,148,31,78,186,46,156,66.00,31.00,19.00,3369.30,6040.57,8434.79,3417,Qrcp,loamy sand,-0.17,1.21,4.11,-0.20,799.93,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
158,GENH6,258.042724,5.921448125,244.503326,-0.430458701,100,0,0.00,8.75,764,277,107,148,31,79,187,46,156,66.00,31.00,18.00,2686.68,5345.61,8139.76,3417,Qrcp,loamy sand,-0.71,2.10,3.73,-1.49,779.24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,GENH7,252.263473,5.71060625,244.729721,-0.426888832,100,0,0.00,9.84,760,276,106,148,31,79,187,45,156,66.00,31.00,18.00,2701.20,5362.92,8149.30,3417,Qrcp,loamy sand,-1.83,-1.48,4.64,2.71,850.48,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
160,GENH8,248.671096,5.815125625,225.106887,-0.705786423,100,0,0.00,8.75,756,274,106,148,31,79,187,45,156,66.00,31.31,18.00,1585.69,3755.18,6933.83,3417,Qrcp,loamy sand,-1.38,-5.18,6.56,7.15,852.04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,GENH9,243.433227,7.528666875,203.872711,-0.914446814,100,0,0.00,10.66,752,273,105,148,32,80,187,45,156,66.00,32.00,18.00,1415.11,2490.18,5471.12,3417,Qrcp,loamy sand,-1.04,-4.41,6.77,4.59,812.64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,GENH10,239.455856,4.197758125,204.392074,-0.910740799,100,0,1.78,13.34,749,272,105,148,32,80,188,45,157,66.00,32.00,18.00,1414.89,2518.73,5510.35,3417,Qrcp,loamy sand,-0.54,-0.40,5.09,0.22,701.08,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
163,GENH11,237.620178,3.454265,208.827178,-0.876078064,100,0,1.83,13.52,748,271,105,148,32,80,188,45,157,66.00,32.00,18.00,1407.11,2760.52,5834.39,3417,Qrcp,loamy sand,-0.62,0.85,3.93,-0.52,677.34,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
164,GENH12,236.28099,2.970475938,258.117584,-0.205903873,100,0,2.43,11.92,747,271,105,148,32,80,188,45,157,66.00,32.00,18.00,3644.37,6274.99,8481.51,3417,Qrcp,loamy sand,-0.47,0.63,2.44,-0.30,683.29,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
165,GLEN1,216.684188,0.353325469,232.232772,-0.612455001,100,0,5.99,16.75,718,257,103,147,33,81,188,45,157,65.00,33.00,17.00,1940.75,4369.75,7496.79,3292,Qa,loamy sand,-0.28,4.81,5.15,-1.33,932.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,GLEN2,216.762786,0.37245793,238.274826,-0.525845421,100,0,5.99,13.49,718,257,103,147,33,81,188,45,157,65.00,33.00,17.00,2292.22,4868.50,7866.69,3292,Qa,loamy sand,-0.36,4.08,3.88,-1.46,896.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,GLEN3,217.016372,0.439716211,246.249069,-0.402761563,100,0,5.99,14.73,719,258,103,147,33,81,188,45,157,65.00,33.00,17.00,2802.24,5486.84,8226.16,3292,Qa,loamy sand,-0.62,2.17,3.22,-1.34,896.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,GLEN4,217.444,0.535209336,250.472763,-0.33425493,100,0,5.98,14.35,719,258,103,147,33,81,188,45,157,65.00,33.00,17.00,3100.64,5780.66,8360.41,3292,Qa,loamy sand,-1.25,5.76,1.36,-7.20,884.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
169,GLEN5,217.878616,0.596682656,249.383621,-0.352109223,100,0,5.98,14.09,720,258,103,147,32,81,188,45,157,65.00,32.00,17.00,3023.72,5706.39,8327.77,3292,Qa,loamy sand,-1.15,8.23,0.72,-9.43,893.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,GLEN6,217.878616,0.596682656,249.383621,-0.352109223,100,0,5.98,14.09,720,258,103,147,32,81,188,45,157,65.00,32.00,17.00,3023.72,5706.39,8327.77,3292,Qa,loamy sand,-1.15,8.23,0.72,-9.43,893.75,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
171,GHUM1,335.954071,34.98802,40.359596,0.761995161,10,80,0.00,6.35,763,265,112,145,29,74,180,45,155,68.00,29.00,20.66,8766.13,8275.96,6028.68,4060,Dg401,sandy loam,1.13,17.86,7.32,20.11,1567.20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,GHUM2,315.536437,31.2385625,356.028594,0.997598739,5,95,0.00,9.63,757,263,111,145,29,75,180,45,156,67.00,29.30,20.00,10881.86,8038.46,3679.10,4060,Dg401,sandy loam,0.91,15.60,7.20,14.13,1536.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,GHUM3,315.536437,31.2385625,356.028594,0.997598739,10,80,0.00,9.63,757,263,111,145,29,75,180,45,156,67.00,29.30,20.00,10881.86,8038.46,3679.10,4060,Dg401,sandy loam,0.91,15.60,7.20,14.13,1536.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,GHUM4,299.352691,26.65126,346.911315,0.974020708,10,80,0.00,7.43,746,260,110,145,30,76,181,45,156,67.00,30.00,20.00,10710.72,8156.54,4028.46,4060,Dg401,sandy loam,1.05,11.55,7.36,12.08,1417.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,GHUM5,294.098602,28.1455575,345.626831,0.968699514,15,70,0.00,9.65,743,258,109,145,30,76,182,45,156,67.00,30.00,19.95,10664.66,8173.84,4094.40,4060,Dg401,sandy loam,1.10,11.90,7.46,13.15,1408.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,GHUM6,294.098602,28.1455575,345.626831,0.968699514,70,40,0.00,9.65,743,258,109,145,30,76,182,45,156,67.00,30.00,19.95,10664.66,8173.84,4094.40,4060,Dg401,sandy loam,1.10,11.90,7.46,13.15,1408.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,GHUM7,294.098602,28.1455575,345.626831,0.968699514,25,20,0.00,9.65,743,258,109,145,30,76,182,45,156,67.00,30.00,19.95,10664.66,8173.84,4094.40,4060,Dg401,sandy clay,1.10,11.90,7.46,13.15,1408.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,GHUM8,273.85501,26.9894925,333.704589,0.896521914,20,40,0.00,7.71,724,252,107,145,31,78,183,45,156,66.00,31.00,19.00,9985.54,8291.43,4901.73,4060,Dg401,sandy clay,1.12,8.70,7.23,9.73,1276.93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,GHUM9,264.185363,17.90962625,325.666809,0.82577171,70,10,0.00,9.88,718,250,106,145,32,78,184,45,156,66.00,31.97,19.00,9306.32,8305.45,5573.73,4060,Dg401, ,1.11,6.27,7.48,6.93,1233.98,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
180,GHUM10,254.544448,14.37521,321.391632,0.781429347,25,0,0.00,9.53,712,247,105,145,32,79,184,45,157,65.00,32.00,18.00,8925.00,8293.48,5901.38,4060,Dg401, ,0.94,4.89,6.42,4.60,1036.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
181,GHUM11,245.961456,7.370444375,322.879241,0.797365326,100,20,0.71,10.69,706,245,105,144,32,79,185,45,157,65.00,32.00,18.00,9052.52,8302.55,5791.70,4060,Dg401, ,0.94,5.32,4.94,4.98,1006.84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
182,GHUM12,245.961456,7.370444375,322.879241,0.797365326,100,0,0.71,10.69,706,245,105,144,32,79,185,45,157,65.00,32.00,18.00,9052.52,8302.55,5791.70,4060,Dg401, ,0.94,5.32,4.94,4.98,1006.84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
183,GHUM13,242.453384,1.270605469,313.231201,0.684943972,100,30,2.94,13.01,705,245,104,144,32,79,185,45,157,65.00,32.00,18.00,8213.14,8237.03,6512.06,3292,Qa, ,0.27,6.44,3.47,1.72,980.44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
184,GLSB1,236.00801,2.938972813,213.235137,-0.83642836,100,0,2.63,10.93,746,271,105,148,32,80,188,45,157,65.00,32.00,18.00,1366.39,2841.45,5848.24,3417,Qrcp,loamy sand,-0.13,0.92,0.70,-0.12,812.15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,GLSB2,237.800857,2.239502813,219.177108,-0.775196948,100,0,2.78,11.23,748,272,105,148,32,80,188,45,157,65.00,32.00,18.00,1419.21,3166.22,6179.16,3417,Qrcp,sandy clay loam,0.04,0.64,-0.84,0.03,762.23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,GLSB3,236.906875,3.202907813,228.520584,-0.662350937,100,0,1.52,10.09,747,271,105,148,32,80,188,45,157,65.00,32.00,18.00,1693.49,3767.80,6683.03,3417,Qrcp,sandy clay loam,0.28,1.64,1.89,0.45,943.52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,GLSB4,236.031738,3.090367188,227.681747,-0.673248107,100,0,1.56,10.81,746,271,105,148,32,80,188,45,157,65.00,32.00,18.00,1649.89,3702.65,6627.97,3417,Qrcp,sandy clay loam,0.24,1.85,2.29,0.44,926.70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,GLSB5,236.203674,2.446147813,235.59967,-0.564971756,100,0,2.44,11.94,747,271,105,148,32,80,188,45,157,65.00,32.00,18.00,2073.85,4324.84,7090.72,3417,Qrcp,sandy clay loam,-0.30,2.25,2.97,-0.67,875.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,GGCR1,244.33847,4.872045625,242.555999,-0.460881458,100,0,0.00,8.91,709,247,105,145,32,80,185,45,157,65.00,32.00,18.00,2560.34,5193.77,8059.14,4021,Dg399,sandy clay,1.31,7.62,4.73,9.99,969.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,GGCR2,246.636001,5.168334063,248.813018,-0.36141273,100,0,0.60,10.24,710,248,105,145,32,79,185,45,157,65.00,32.00,18.00,2979.40,5659.97,8298.63,4021,Dg399,sandy clay loam,0.95,7.92,4.70,7.51,991.62,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
191,GGCR3,250.093856,4.954750625,250.186004,-0.338967745,100,0,0.00,9.58,713,249,105,145,32,79,185,45,157,65.00,32.00,18.00,3076.30,5753.48,8339.43,4021,Dg399,sandy clay loam,0.30,8.09,4.89,2.45,1065.59,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
192,GGCR4,255.586029,15.17006,276.471343,0.112706256,100,0,0.00,8.45,715,250,105,145,32,79,185,45,157,65.00,32.00,18.00,5112.78,7281.68,8386.29,4021,Dg399,loamy sand,0.07,7.82,5.12,0.53,1069.14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
193,GGCR5,252.143417,12.5188175,279.005584,0.156530724,100,0,0.00,8.75,715,250,105,145,32,79,185,45,157,65.00,32.00,18.00,5348.04,7427.91,8359.07,4021,Dg399,loamy sand,-0.20,7.54,5.53,-1.50,1142.32,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
194,GGCR6,254.681503,15.63895125,271.566894,0.027344051,100,0,0.00,9.26,715,250,105,145,32,79,185,45,157,65.00,32.00,18.00,4663.48,6992.02,8393.58,4021,Dg399,loamy sand,-0.69,6.51,6.12,-4.46,1203.61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
195,GGCR7,248.480697,5.3292625,262.552398,-0.129619444,100,0,0.83,10.09,713,249,105,145,32,79,185,45,157,65.00,32.00,18.00,3963.68,6520.32,8488.53,4021,Dg399,sandy clay loam,-0.77,8.29,6.61,-6.39,1263.39,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
196,GGCR8,249.7415,7.330274375,270.015563,0.000271626,100,0,0.00,10.92,714,249,105,145,32,79,185,45,157,65.00,32.00,18.00,4514.35,6890.75,8387.76,4021,Dg399, ,-0.41,10.68,6.90,-4.35,1286.03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
197,GLBD1,282.946563,5.78666375,122.612144,-0.538949333,100,0,1.44,10.87,772,279,109,149,30,77,186,46,156,67.00,30.02,19.00,2236.50,4787.57,7797.04,3604,water,sandy clay loam,-2.27,1.10,2.48,-2.50,633.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
198,GLBD2,287.705657,8.724983125,125.612655,-0.582302547,100,0,0.50,8.35,775,280,109,149,30,77,185,46,156,67.00,30.00,19.51,2053.43,4541.93,7618.20,2688,Ssr,silt loam,-1.59,2.47,2.51,-3.92,592.46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
199,GLBD3,289.896301,11.724785,124.689071,-0.569122692,100,0,0.00,8.29,776,281,110,149,30,77,185,46,156,67.00,30.00,20.00,2110.30,4618.69,7675.16,2688,Ssr,silt loam,-1.63,3.22,2.28,-5.25,611.23,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
200,GLBD4,299.884307,19.00239875,118.39328,-0.475521035,100,0,0.00,10.85,782,282,111,149,30,76,184,46,156,67.00,29.61,20.00,2494.52,5116.74,8011.86,2688,Ssr,silt loam,-0.99,6.80,1.83,-6.76,632.68,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
201,GLBD5,317.733306,24.740975,105.888908,-0.273773028,100,0,0.00,8.24,786,283,112,149,29,75,183,46,156,68.00,29.00,20.00,3347.92,6018.69,8428.86,2688,Ssr,silt loam,-0.44,10.25,1.46,-4.46,678.36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
202,GLBD6,355.890686,27.300525,83.818153,0.107684374,100,0,0.00,7.25,795,284,114,149,28,73,181,46,155,68.40,28.00,21.00,5090.43,7263.88,8391.31,2688,Ssr, ,-0.31,11.91,1.39,-3.74,725.18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,GLBD7,349.948516,33.1705375,83.506233,0.113095126,100,10,0.00,10.78,801,285,115,149,27,72,180,46,155,69.00,27.02,21.98,5118.33,7282.80,8388.88,2688,Ssr,sandy clay,-0.36,9.09,2.82,-3.32,726.95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,GTHA1,922.661682,44.361965,6.544682,0.993483272,20,95,0.00,6.89,1157,404,166,147,9,40,146,47,147,82.00,8.87,48.00,514.27,1352.70,534.23,3606,Ssr, ,-0.12,0.88,1.66,-0.11,713.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,GROS1,240.625839,2.984825,231.26976,-0.625654471,100,0,0.00,10.53,732,266,103,149,31,79,188,45,157,65.00,31.00,17.00,1887.33,4274.74,7411.95,3292,Qa,loamy sand,0.03,3.02,2.85,0.09,642.04,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
206,GROS2,238.226501,2.986118438,242.859954,-0.456166996,100,0,1.62,9.39,730,265,103,149,31,80,188,45,157,65.00,31.00,17.00,2580.57,5218.53,8073.31,3292,Qa,loamy sand,0.13,0.74,2.91,0.10,627.24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
207,GROS3,237.604141,3.671674375,190.078033,-0.984570343,100,0,1.89,11.90,729,264,103,149,31,80,188,45,157,65.00,31.00,17.00,1382.58,1889.59,4705.31,3292,Qa,loamy sand,0.03,-0.02,3.09,0.00,631.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,GROS4,237.371246,3.973758438,189.362915,-0.986677669,100,0,1.76,10.38,729,264,103,149,31,80,188,45,157,65.00,31.00,17.00,1378.64,1867.71,4677.65,3292,Qa,loamy sand,-0.08,-0.26,3.39,0.02,648.76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
209,GROS5,235.9785,3.948907188,196.482025,-0.95890879,100,0,1.44,10.41,727,264,102,149,31,80,188,45,157,65.00,31.00,17.00,1407.88,2127.74,5011.85,3292,Qa,loamy sand,-0.11,-0.55,3.44,0.06,626.69,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
210,GFYA1,362.020477,9.081035625,77.735527,0.212424515,100,0,0.00,16.11,777,272,114,148,28,72,180,45,155,68.00,28.00,21.75,5647.52,7594.65,8300.96,2688,Ssr,sandy clay loam,0.16,6.72,3.56,1.06,800.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
211,GFYA2,367.310455,9.507049375,63.182846,0.451144755,100,0,0.00,12.21,780,273,115,148,28,72,179,45,155,68.58,28.00,22.00,6915.61,8096.94,7712.32,2688,Ssr,sandy clay loam,0.00,9.24,3.98,-0.01,799.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
212,GFYA3,373.005004,10.62789125,68.13256,0.372460452,100,5,0.00,11.98,783,274,115,148,28,72,179,45,155,69.00,28.00,22.00,6492.45,7968.25,7967.73,2688,Ssr,sandy clay loam,0.02,8.58,4.29,0.18,866.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
213,GFYA4,377.627624,11.81077125,83.778923,0.10836506,100,10,0.00,11.42,785,275,116,148,27,71,179,45,155,69.00,27.00,22.00,5094.13,7266.59,8391.43,2688,Ssr,sandy clay loam,-0.29,6.61,3.92,-1.93,891.29,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,GFYA5,382.607849,14.04585,89.704879,0.00515081,100,0,0.00,9.58,786,275,116,148,27,71,178,45,155,69.00,27.00,22.00,4538.70,6909.06,8389.68,2688,Ssr,sandy clay,-0.36,6.12,3.90,-2.23,892.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
215,GFYA6,394.688598,15.09889875,96.668853,-0.116130815,100,45,0.00,9.69,790,276,117,148,27,70,178,45,155,69.00,27.00,22.00,4019.66,6558.90,8480.87,2688,Ssr,sandy clay,-0.85,6.55,2.30,-5.54,866.15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
216,GZER1,332.111022,60.013095,40.274326,0.762958077,15,95,0.00,7.45,666,235,99,158,24,72,187,44,160,63.00,24.00,16.29,193.78,284.70,1904.09,2598,Qrcp, ,-0.62,4.54,3.87,-2.81,797.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,GZER2,302.161743,57.54423,38.567157,0.781877963,20,85,0.00,7.74,661,233,99,158,24,73,188,44,160,63.00,24.00,16.00,215.38,291.22,1795.71,2598,Qrcp, ,-0.62,4.54,3.87,-2.81,797.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,GZER3,260.655517,31.218935,38.349269,0.784243129,10,95,0.00,9.09,631,222,95,158,26,75,190,44,161,61.00,26.00,15.00,218.14,292.06,1781.80,2598,Qrcp,loamy sand,-0.61,3.09,4.06,-1.90,752.08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,GZER4,251.621719,26.5882975,26.095195,0.898064467,20,95,0.00,10.18,610,214,93,158,27,77,192,44,161,60.36,26.31,15.00,548.92,430.80,1000.02,2598,Qrcp, ,-0.56,2.23,3.79,-1.24,711.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,GZER5,248.572158,26.5676075,29.577161,0.869691753,15,90,0.00,11.37,607,212,92,158,27,77,192,44,162,60.65,26.35,15.00,431.72,369.28,1202.93,2598,Qrcp, ,-0.34,0.63,2.98,-0.22,637.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,GZER6,240.341964,23.315215,21.858221,0.928107983,10,85,0.00,9.98,612,214,93,158,26,77,192,44,161,60.00,26.39,15.00,688.77,525.20,793.46,2598,Qrcp,loamy sand,-0.35,0.65,2.65,-0.22,621.07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,GZER7,246.023544,43.51224,30.509561,0.861544455,100,20,0.00,8.92,622,218,94,158,26,76,191,44,161,60.57,26.00,15.00,167.31,234.62,1200.24,2598,Qrcp, ,-0.27,0.60,2.48,-0.16,625.40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,GZER8,266.529907,58.352445,33.259391,0.836196277,100,10,0.00,7.46,630,221,95,158,26,75,190,44,161,61.00,26.00,15.00,319.18,322.77,1448.97,2598,Qrcp, ,-0.16,0.78,2.61,-0.12,650.17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,GZER9,272.267059,39.9829075,85.318969,0.081608546,15,15,0.00,7.37,614,215,93,158,27,77,192,44,161,60.52,26.48,15.00,593.22,830.50,4721.45,2598,Qrcp,loamy sand,-0.03,1.25,2.99,-0.04,685.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,GZER10,256.242279,26.8007425,122.655349,-0.539584361,100,10,0.00,8.20,602,210,92,158,27,78,193,44,162,60.00,27.00,15.00,1974.35,2133.26,5815.87,2598,Qrcp,loamy sand,-0.04,2.76,3.51,-0.11,725.10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,GZER11,246.182449,5.65755875,96.411285,-0.111664663,100,10,1.69,12.17,595,207,91,158,27,78,193,44,162,59.00,27.00,15.00,1388.31,2758.90,6564.05,2598,Qrcp,loamy sand,-0.16,4.61,3.52,-0.74,740.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,GZER12,251.619293,6.58449125,74.066146,0.274527429,100,0,0.00,8.82,598,209,91,158,27,78,193,44,162,59.00,27.00,15.00,1626.60,2721.10,5747.00,2598,Qrcp,loamy sand,-0.31,4.38,3.28,-1.38,762.35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,GTIP1,333.093475,5.891784375,178.313613,-0.99956688,100,10,0.61,9.74,728,248,112,144,30,74,179,45,156,67.00,30.00,21.00,1323.21,1683.47,4449.93,2688,Ssr,sandy clay loam,0.08,4.05,4.77,0.32,987.03,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
229,GTIP2,352.270294,22.30611,104.795761,-0.255374227,100,10,0.00,10.69,745,253,114,144,29,73,178,45,155,68.00,29.00,21.89,3423.71,6091.18,8446.49,2688,Ssr,sandy loam,-0.20,-2.75,3.57,0.55,872.70,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
230,GTIP3,347.685058,22.14842,98.314964,-0.144614632,100,10,0.00,7.38,743,253,114,144,29,73,178,45,155,68.00,29.00,21.13,3899.53,6474.44,8487.56,2688,Ssr,sandy loam,-0.20,-2.75,3.57,0.55,872.70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
231,GTIP4,339.502166,13.31238375,96.859268,-0.11943105,100,15,0.54,12.09,740,252,113,144,29,73,178,45,156,68.00,29.00,21.00,4004.79,6549.46,8482.09,2688,Ssr,sandy clay,0.66,0.54,2.74,0.36,906.93,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
232,GTIP5,337.595062,5.637209375,137.302062,-0.734939001,100,5,0.72,8.68,733,249,112,144,29,74,179,45,156,67.05,29.00,21.00,1521.57,3597.07,6796.82,2688,Ssr,sandy loam,0.97,3.33,2.30,3.22,949.77,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
233,GTIP6,336.411346,4.8718625,147.74887,-0.845717297,100,5,0.00,9.05,732,249,112,144,30,74,179,45,156,67.00,30.00,21.00,1395.17,2963.49,6103.63,2688,Ssr,sandy loam,0.66,4.24,3.45,2.79,983.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
234,GTIP7,336.411346,4.8718625,147.74887,-0.845717297,100,0,0.00,9.20,731,249,112,144,30,74,179,45,156,67.00,30.00,21.00,1395.17,2963.49,6103.63,2688,Ssr,sandy loam,0.66,4.24,3.45,2.79,983.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
235,GTIP8,335.927185,4.274818438,147.733215,-0.845571461,100,0,0.00,9.20,731,248,112,144,30,74,179,45,156,67.00,30.00,21.00,1395.14,2964.48,6105.01,2688,Ssr,sandy loam,0.66,4.24,3.45,2.79,983.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
236,GTIP9,335.133178,2.600317188,81.535011,0.147205038,100,0,0.00,10.18,730,248,112,144,30,74,179,45,156,67.00,30.00,21.00,5293.45,7399.92,8371.14,2688,Ssr, ,0.01,3.29,5.04,0.04,996.87,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
237,GTIP10,334.062194,2.558960313,76.158973,0.239228783,100,0,0.00,10.91,730,248,112,144,30,74,179,45,156,67.00,30.00,21.00,5788.80,7668.25,8264.43,2688,Ssr, ,0.01,3.29,5.04,0.04,996.87,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
238,GTIP11,332.770935,2.934539375,63.901519,0.439915362,100,0,2.55,9.39,730,248,112,144,30,74,179,45,156,67.00,30.00,21.00,6855.95,8083.64,7753.57,2688,Ssr, ,-0.47,1.79,5.58,-0.84,969.55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
239,GTIP12,331.654968,2.8836125,71.148033,0.323124169,100,0,2.71,10.08,729,248,112,144,30,74,179,45,156,67.00,30.00,21.00,6234.11,7862.45,8099.07,2688,Ssr,sandy clay loam,-0.64,2.53,4.69,-1.61,918.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
